category,brand,condition,age_months,rating,num_reviews,weight_kg,price
Clothing,EcoFriendly,Fair,9,4.3,575,7.02,33.8
Automotive,SportMax,Fair,0,3.1,576,7.04,170.94
Clothing,Standard,Like New,10,4.6,390,5.45,45.88
Clothing,TechPro,Fair,46,3.2,41,5.86,24.75
Sports,TechPro,Good,51,3.8,552,19.36,71.8
Clothing,EcoFriendly,Good,31,3.2,969,12.95,30.41
Health,HomeStyle,Like New,3,3.2,549,19.61,61.89
Automotive,Standard,Good,5,4.1,216,10.39,158.66
Automotive,Premium,Refurbished,21,3.7,461,2.96,188.19
Home & Kitchen,HomeStyle,Like New,6,4.2,549,5.68,82.94
Sports,EcoFriendly,Refurbished,5,3.6,251,2.27,86.72
Electronics,BasicValue,Fair,4,4.9,273,12.13,154.09
Electronics,EcoFriendly,Fair,32,3.4,359,19.64,212.36
Automotive,Luxury,New,50,4.4,702,12.0,280.54
Sports,Premium,Fair,58,3.8,169,14.68,45.59
Books,Generic,Like New,6,4.5,551,6.45,7.04
Clothing,Budget,New,8,4.4,456,12.7,34.83
Books,TechPro,New,47,3.4,597,7.53,24.64
Books,HomeStyle,Fair,52,3.1,676,6.82,6.59
Food,Luxury,Good,24,4.9,318,15.82,22.12
Home & Kitchen,Premium,New,1,3.2,900,10.69,153.74
Beauty,EcoFriendly,Good,39,4.8,994,16.18,22.62
Home & Kitchen,Luxury,Good,4,4.2,679,12.97,140.27
Beauty,HomeStyle,Fair,36,4.5,907,5.25,15.33
Food,Budget,Fair,16,3.2,32,18.18,5.0
Toys,BasicValue,Fair,50,4.4,636,7.78,5.0
Electronics,SportMax,Refurbished,22,3.3,380,11.86,392.01
Sports,Standard,Refurbished,22,3.9,568,12.61,55.48
Health,Budget,Good,27,4.7,850,4.95,21.23
Toys,Premium,Like New,20,3.1,120,4.92,32.42
Automotive,Budget,Fair,50,4.9,409,18.22,34.2
Toys,Standard,Fair,54,3.9,109,14.1,8.15
Books,SportMax,New,8,3.4,409,14.95,31.64
Automotive,Budget,Fair,21,3.6,65,7.06,55.34
Health,Standard,New,52,3.7,503,0.13,35.73
Sports,Luxury,Fair,3,3.6,209,10.49,148.81
Food,Budget,Refurbished,49,4.5,627,11.29,5.0
Beauty,Luxury,Good,43,4.8,425,11.71,50.26
Sports,Luxury,Refurbished,49,3.2,357,7.29,98.23
Electronics,EcoFriendly,Good,30,4.5,170,7.87,344.63
Electronics,Generic,Good,32,4.7,79,8.7,119.03
Food,Standard,Fair,7,3.8,224,8.46,7.47
Automotive,TechPro,Fair,25,3.8,94,3.18,200.62
Toys,EcoFriendly,Refurbished,12,3.9,473,12.04,20.34
Beauty,SportMax,Good,13,3.3,695,17.48,36.07
Clothing,Budget,Fair,26,4.2,41,6.26,14.17
Beauty,EcoFriendly,Like New,52,4.0,924,8.32,16.78
Food,BasicValue,Like New,20,4.8,566,19.02,5.32
Food,TechPro,Fair,21,4.4,533,8.66,14.03
Books,TechPro,Good,30,4.1,76,4.06,20.52
Health,Standard,New,55,4.2,280,6.51,35.49
Clothing,Standard,New,10,3.7,945,8.11,56.11
Health,TechPro,New,0,4.9,547,14.6,148.59
Automotive,BasicValue,Refurbished,5,4.0,947,14.32,62.69
Clothing,HomeStyle,Refurbished,30,4.8,301,5.46,25.81
Health,Premium,Good,43,3.8,4,14.34,55.23
Beauty,Luxury,Like New,8,3.9,204,6.08,101.13
Automotive,SportMax,Fair,38,4.9,766,7.92,122.81
Clothing,Luxury,Fair,51,3.1,969,3.22,31.97
Clothing,EcoFriendly,Fair,12,3.1,187,17.16,31.34
Beauty,TechPro,New,11,3.7,586,16.95,68.19
Toys,Luxury,Refurbished,2,3.3,228,16.77,57.78
Books,Generic,Good,4,3.8,363,4.57,6.38
Books,TechPro,Like New,11,4.0,303,4.83,29.51
Electronics,TechPro,New,27,3.8,198,5.77,853.56
Electronics,Premium,Like New,3,4.7,432,6.63,777.9
Toys,SportMax,Refurbished,58,4.0,389,7.51,11.36
Toys,EcoFriendly,Like New,47,4.5,13,10.26,17.59
Health,TechPro,Like New,11,3.4,278,0.71,90.13
Food,TechPro,Like New,30,4.2,425,8.71,16.84
Health,TechPro,New,2,4.3,583,5.99,121.43
Health,TechPro,Like New,10,4.6,628,8.6,106.01
Beauty,Budget,Fair,44,4.8,478,11.88,6.86
Toys,SportMax,Like New,38,4.1,117,8.86,25.74
Beauty,Luxury,New,17,3.9,383,17.46,84.3
Home & Kitchen,SportMax,New,7,3.5,192,2.32,161.13
Health,TechPro,Good,54,3.1,620,16.73,47.73
Food,Budget,Good,12,4.0,271,13.64,7.32
Sports,Standard,New,50,4.8,313,15.03,50.88
Electronics,TechPro,New,53,4.7,242,13.27,563.75
Health,Budget,New,43,4.9,529,12.3,27.6
Health,SportMax,New,53,5.0,531,10.38,49.23
Health,TechPro,New,41,3.1,260,6.56,64.68
Home & Kitchen,HomeStyle,Good,26,3.3,932,18.36,50.52
Home & Kitchen,Luxury,Like New,14,3.7,391,8.12,166.37
Books,Luxury,Refurbished,33,3.0,394,2.18,23.7
Sports,TechPro,Good,41,4.0,677,3.19,90.08
Electronics,Generic,New,21,5.0,897,19.94,201.16
Home & Kitchen,Premium,Refurbished,47,3.4,301,3.37,48.81
Clothing,Standard,Fair,10,4.5,296,3.38,25.31
Health,Standard,New,45,4.0,597,16.6,34.88
Home & Kitchen,Generic,Good,13,3.3,456,17.07,23.19
Home & Kitchen,Standard,New,30,3.7,106,19.04,79.06
Automotive,EcoFriendly,Like New,55,3.4,914,14.13,112.68
Beauty,Standard,Fair,20,4.5,534,0.99,17.61
Electronics,TechPro,New,34,3.4,826,12.66,631.41
Automotive,Standard,Like New,38,5.0,458,9.48,125.45
Beauty,TechPro,Good,16,3.5,803,5.22,53.47
Automotive,Budget,Like New,57,3.7,556,11.48,53.65
Books,Premium,Like New,24,4.2,556,5.19,28.02
Health,BasicValue,New,2,4.8,551,12.0,36.35
Clothing,EcoFriendly,Good,37,4.1,466,9.06,28.91
Automotive,BasicValue,Refurbished,1,4.2,494,0.54,73.98
Food,Premium,Like New,53,4.7,977,16.27,12.5
Food,Generic,New,53,4.6,88,18.07,5.0
Sports,BasicValue,New,24,4.0,184,17.23,38.22
Food,Premium,Refurbished,51,3.7,612,5.14,9.11
Food,Budget,Like New,20,4.7,745,3.49,9.03
Toys,Standard,Like New,56,3.0,360,10.4,12.87
Electronics,EcoFriendly,Like New,55,3.5,991,12.41,299.27
Sports,Standard,Like New,1,4.8,150,9.42,110.39
Books,Generic,Fair,17,5.0,206,10.3,5.0
Sports,Standard,Good,15,3.8,613,19.14,63.31
Food,Generic,Fair,6,4.9,170,19.69,5.0
Automotive,TechPro,Refurbished,6,4.8,880,7.96,299.84
Beauty,Luxury,Good,10,4.1,703,13.1,73.34
Home & Kitchen,Luxury,Good,49,3.6,361,4.77,72.09
Beauty,Standard,Refurbished,53,4.4,321,17.47,13.5
Health,Generic,Like New,0,3.6,536,1.21,24.66
Sports,HomeStyle,Fair,53,4.2,617,18.42,26.25
Automotive,TechPro,Refurbished,11,4.2,911,9.68,225.73
Books,EcoFriendly,Refurbished,43,4.3,413,19.12,12.08
Clothing,BasicValue,Fair,17,3.9,195,4.73,11.29
Beauty,Luxury,Refurbished,21,3.7,662,12.45,47.98
Toys,EcoFriendly,New,59,4.5,4,16.08,20.65
Automotive,Budget,New,11,4.1,763,13.97,118.78
Food,Generic,Refurbished,43,3.5,26,9.27,5.0
Beauty,Generic,Refurbished,12,3.4,590,10.8,10.11
Food,EcoFriendly,Fair,1,5.0,908,15.82,11.03
Electronics,Standard,Like New,10,3.9,489,2.31,444.67
Toys,TechPro,Like New,8,4.8,684,16.18,44.92
Toys,Luxury,New,9,4.0,428,12.71,82.14
Sports,EcoFriendly,Good,36,4.9,958,10.43,62.05
Home & Kitchen,EcoFriendly,New,39,4.3,708,10.61,71.22
Electronics,EcoFriendly,New,38,4.5,465,10.59,491.57
Toys,Luxury,Fair,49,3.7,570,17.9,20.05
Health,EcoFriendly,Like New,2,3.2,283,11.03,80.43
Food,Standard,Fair,41,3.8,621,6.36,5.0
Books,BasicValue,Like New,42,3.7,656,1.56,5.0
Food,Luxury,New,45,4.2,92,12.3,21.29
Food,Generic,Refurbished,34,4.7,587,11.71,5.0
Clothing,BasicValue,Fair,28,3.6,255,3.44,11.47
Beauty,EcoFriendly,Good,27,3.6,117,10.86,31.48
Sports,Luxury,New,35,4.0,392,19.35,197.2
Automotive,HomeStyle,New,27,3.7,258,14.49,183.64
Books,TechPro,New,57,4.8,740,10.41,17.85
Clothing,HomeStyle,Like New,40,3.0,528,10.66,36.19
Health,EcoFriendly,Refurbished,48,3.4,84,15.8,28.66
Beauty,Luxury,Refurbished,23,3.2,903,8.63,54.27
Electronics,Generic,New,31,4.1,510,17.44,174.47
Health,Premium,Fair,40,3.3,822,1.96,31.42
Books,Budget,Fair,2,4.8,363,18.07,6.13
Electronics,SportMax,Refurbished,9,4.5,525,1.71,494.13
Electronics,EcoFriendly,New,7,3.7,157,18.97,687.43
Clothing,HomeStyle,New,0,3.0,983,13.92,58.09
Beauty,Generic,Good,38,4.4,992,14.2,9.49
Toys,EcoFriendly,Fair,30,3.6,614,7.79,16.21
Clothing,SportMax,Good,55,4.6,154,1.0,27.2
Automotive,BasicValue,New,20,4.3,150,5.45,105.74
Beauty,Generic,Fair,1,4.0,851,16.23,9.78
Automotive,Standard,Good,56,3.9,399,13.4,73.63
Health,Standard,New,48,4.1,452,5.74,41.49
Sports,Premium,New,22,4.1,281,19.4,167.08
Home & Kitchen,Standard,Good,31,3.0,533,7.02,40.12
Beauty,Luxury,Like New,19,4.3,353,7.3,74.04
Clothing,Luxury,Good,46,3.6,561,13.68,50.91
Food,Premium,New,21,3.9,738,1.34,22.96
Books,Premium,New,26,3.1,95,0.91,28.34
Electronics,Generic,New,10,3.1,639,6.7,187.68
Books,EcoFriendly,Refurbished,54,3.9,336,8.56,8.97
Beauty,Generic,Like New,43,4.4,793,5.42,8.03
Home & Kitchen,BasicValue,Fair,35,4.5,609,7.56,16.8
Clothing,Budget,Good,8,3.5,641,17.52,24.92
Home & Kitchen,BasicValue,Fair,3,3.9,278,9.64,22.51
Automotive,Standard,Refurbished,24,4.5,758,17.42,120.35
Food,Luxury,Refurbished,6,4.8,305,19.45,26.95
Automotive,HomeStyle,Good,14,3.5,801,3.34,150.37
Toys,HomeStyle,Like New,58,4.0,387,15.35,13.14
Clothing,Generic,Good,38,3.9,73,16.56,10.74
Clothing,EcoFriendly,Refurbished,21,4.2,862,9.52,44.52
Sports,Luxury,New,20,3.1,69,13.96,194.03
Clothing,HomeStyle,New,54,3.7,650,13.16,30.41
Sports,Premium,Like New,9,3.4,635,19.09,138.14
Automotive,TechPro,Like New,27,3.7,357,5.7,279.15
Automotive,Standard,Good,33,4.2,556,1.5,136.66
Sports,BasicValue,Refurbished,20,3.2,351,6.41,24.58
Food,EcoFriendly,Good,55,4.9,943,14.1,7.25
Automotive,Budget,Refurbished,49,4.2,672,9.04,43.53
Clothing,Budget,Like New,38,3.1,995,8.82,18.12
Toys,TechPro,Fair,51,4.6,333,15.96,15.63
Health,SportMax,Like New,32,5.0,934,5.9,64.13
Beauty,Luxury,New,35,3.8,469,6.02,70.27
Books,TechPro,Like New,33,3.4,69,15.81,25.44
Books,BasicValue,New,35,4.2,46,6.57,7.22
Home & Kitchen,HomeStyle,New,57,4.7,861,6.84,43.93
Clothing,Luxury,New,21,3.5,538,2.91,124.76
Automotive,Budget,Good,10,4.8,360,10.24,74.45
Electronics,HomeStyle,Refurbished,52,3.4,31,11.51,192.12
Automotive,EcoFriendly,Good,32,3.2,685,10.57,135.37
Clothing,SportMax,New,31,4.9,475,0.72,55.2
Toys,TechPro,Like New,31,3.9,316,9.44,37.58
Home & Kitchen,TechPro,Refurbished,55,4.2,189,17.9,51.36
Beauty,SportMax,Good,47,4.8,696,11.28,28.02
Electronics,HomeStyle,Good,45,3.5,748,7.14,236.59
Toys,Standard,New,19,3.1,573,6.5,22.89
Beauty,TechPro,Like New,4,4.6,418,14.81,73.5
Books,Luxury,Fair,59,3.9,29,12.89,13.45
Home & Kitchen,BasicValue,Good,56,3.0,880,10.63,14.08
Food,BasicValue,Fair,12,3.1,548,13.69,5.0
Food,TechPro,New,41,4.3,635,16.65,20.36
Electronics,Luxury,New,55,3.3,91,7.12,636.72
Sports,Standard,New,34,3.1,211,14.64,71.7
Electronics,BasicValue,Good,13,3.7,169,12.65,188.5
Sports,Standard,Refurbished,8,4.4,316,1.76,68.91
Clothing,Generic,Like New,25,4.1,546,2.49,14.14
Health,TechPro,Fair,51,4.6,279,15.8,34.13
Beauty,Standard,Like New,50,3.3,842,6.68,21.18
Books,HomeStyle,Like New,4,3.4,413,7.55,20.27
Home & Kitchen,Luxury,Good,47,5.0,992,13.98,88.26
Books,BasicValue,Good,20,4.4,282,18.14,6.43
Electronics,Standard,Like New,37,4.2,837,18.64,297.11
Food,BasicValue,Fair,2,3.5,357,0.82,5.0
Books,Luxury,Like New,29,4.0,286,6.2,39.85
Toys,Standard,Like New,26,3.7,949,2.13,19.69
Home & Kitchen,EcoFriendly,Fair,11,4.4,198,1.49,49.39
Home & Kitchen,Premium,Fair,17,4.8,664,3.14,65.32
Beauty,EcoFriendly,New,1,4.1,162,16.67,54.3
Home & Kitchen,Generic,New,32,4.9,454,3.84,22.67
Home & Kitchen,Premium,Refurbished,12,4.3,257,8.57,98.56
Toys,HomeStyle,Refurbished,37,5.0,153,13.64,14.74
Electronics,HomeStyle,Like New,22,3.6,133,18.68,367.54
Automotive,Standard,New,49,3.0,498,9.54,105.66
Electronics,BasicValue,Good,20,3.1,803,9.2,150.67
Sports,SportMax,Refurbished,5,3.6,947,2.05,93.51
Home & Kitchen,Budget,New,30,4.8,972,14.51,31.73
Clothing,Generic,Good,34,4.9,128,10.34,10.05
Automotive,HomeStyle,Good,20,4.8,991,16.67,135.66
Food,Generic,Fair,11,3.0,50,4.84,5.0
Books,EcoFriendly,Fair,49,3.3,355,8.93,6.56
Electronics,EcoFriendly,Good,43,4.1,541,11.97,263.26
Toys,SportMax,Refurbished,13,4.1,617,11.41,29.8
Automotive,Standard,Good,36,3.8,39,12.27,116.97
Food,Premium,Like New,42,4.4,928,15.44,12.81
Beauty,Luxury,Like New,22,4.5,945,19.07,83.02
Toys,HomeStyle,New,16,3.5,29,6.32,30.9
Sports,BasicValue,Fair,1,3.5,294,15.63,23.6
Toys,Luxury,New,2,4.8,502,3.69,74.67
Sports,TechPro,New,38,4.0,223,15.67,155.68
Books,SportMax,Fair,2,3.4,473,16.22,17.86
Food,Budget,Good,3,4.0,777,7.8,7.38
Toys,EcoFriendly,Fair,22,4.6,2,5.92,13.98
Health,TechPro,Good,55,3.4,103,17.14,41.02
Books,Luxury,New,46,4.2,641,5.03,32.75
Health,SportMax,Good,14,4.9,952,4.51,48.19
Health,Standard,Fair,40,3.9,952,7.9,19.34
Automotive,BasicValue,Good,53,3.9,851,4.72,41.73
Books,Standard,New,39,5.0,839,8.99,13.77
Automotive,Budget,Fair,15,3.4,947,12.22,59.69
Home & Kitchen,SportMax,Good,19,3.1,809,12.07,72.35
Health,SportMax,Like New,16,3.9,857,1.89,85.19
Books,HomeStyle,Good,41,3.6,106,3.47,10.77
Clothing,Generic,New,6,4.9,331,10.17,19.59
Automotive,Premium,Like New,59,4.1,342,10.02,145.77
Books,BasicValue,New,2,3.3,700,0.17,11.21
Electronics,HomeStyle,Good,42,3.2,609,10.13,250.41
Electronics,TechPro,Good,55,4.0,970,5.47,378.29
Electronics,Premium,Good,9,3.4,534,3.48,547.67
Home & Kitchen,EcoFriendly,Good,45,4.5,610,13.92,42.37
Food,SportMax,Like New,48,4.4,836,13.22,13.74
Clothing,Generic,Like New,0,4.0,9,15.64,19.28
Sports,TechPro,Refurbished,35,4.1,51,3.19,83.46
Clothing,Generic,Like New,57,4.6,815,16.13,7.65
Electronics,HomeStyle,Good,16,3.1,457,4.6,311.6
Sports,TechPro,Fair,59,3.7,954,0.24,45.44
Beauty,Standard,Good,38,4.7,657,16.32,19.93
Books,BasicValue,Good,21,3.7,923,14.45,5.0
Home & Kitchen,BasicValue,Fair,21,3.1,216,10.07,19.64
Toys,BasicValue,Like New,19,4.6,774,15.61,11.38
Sports,Generic,Like New,18,3.7,538,17.32,33.97
Beauty,SportMax,Like New,20,4.0,176,7.65,48.77
Books,Generic,New,18,3.2,531,19.61,8.39
Books,BasicValue,Fair,58,4.4,50,15.52,5.0
Food,Budget,Fair,24,3.6,898,17.67,5.0
Beauty,Standard,Like New,7,3.7,553,7.82,31.03
Food,HomeStyle,Good,54,3.2,997,7.81,6.01
Food,EcoFriendly,Fair,31,4.3,931,2.83,7.52
Toys,TechPro,Fair,31,3.6,114,14.64,21.6
Beauty,TechPro,Fair,1,3.1,619,1.5,32.17
Electronics,SportMax,New,18,4.8,809,5.65,788.26
Beauty,Standard,Like New,31,4.2,125,19.15,25.57
Health,Generic,Like New,23,4.1,119,17.94,18.14
Health,SportMax,Good,17,4.6,719,10.3,58.39
Home & Kitchen,BasicValue,Refurbished,21,3.8,23,19.65,23.8
Health,Generic,New,39,4.6,71,10.6,15.83
Beauty,Budget,Fair,20,3.4,564,1.39,9.39
Electronics,HomeStyle,Refurbished,56,3.7,72,1.44,170.45
Automotive,Premium,New,19,4.4,774,8.49,355.87
Electronics,Generic,New,9,3.6,847,7.83,201.92
Toys,BasicValue,New,56,3.3,603,7.26,7.63
Books,BasicValue,Fair,52,4.5,514,17.86,5.0
Toys,Premium,New,19,4.0,561,17.37,44.66
Health,SportMax,New,53,4.6,312,18.64,40.73
Sports,SportMax,Like New,51,3.2,135,18.45,50.28
Food,HomeStyle,Like New,17,4.3,130,18.69,16.14
Sports,Budget,Good,16,3.5,825,16.26,40.1
Books,Premium,Fair,57,4.0,555,9.67,7.24
Health,Luxury,New,15,4.7,301,18.06,130.41
Clothing,Premium,Like New,51,4.3,689,8.2,43.53
Health,Standard,Refurbished,42,4.1,304,2.86,30.28
Clothing,Luxury,Like New,17,3.8,289,13.93,92.3
Clothing,HomeStyle,New,59,4.1,848,14.66,27.44
Food,HomeStyle,Fair,59,3.9,240,12.9,5.0
Electronics,Standard,Good,19,4.8,470,13.91,335.07
Beauty,HomeStyle,Like New,4,4.0,364,2.7,41.38
Sports,SportMax,Good,21,5.0,396,9.86,93.09
Health,HomeStyle,Refurbished,48,4.7,388,7.44,26.52
Clothing,TechPro,Like New,47,3.2,133,7.7,44.65
Electronics,Budget,Like New,10,3.7,193,16.6,253.08
Sports,Budget,Refurbished,53,4.9,464,14.12,18.8
Food,Luxury,Fair,23,4.3,968,16.17,17.09
Automotive,Generic,Good,8,4.6,594,17.96,64.24
Clothing,BasicValue,Fair,50,3.9,651,9.02,6.77
Toys,Generic,Fair,9,3.1,151,19.38,5.36
Beauty,Standard,Fair,17,3.2,212,14.68,19.21
Beauty,TechPro,Like New,4,3.5,51,3.35,65.0
Electronics,Generic,Fair,43,3.5,584,11.94,70.67
Clothing,BasicValue,Fair,32,4.4,409,7.32,10.43
Electronics,BasicValue,Good,57,3.7,24,14.15,89.74
Electronics,BasicValue,Fair,17,4.6,331,14.78,126.26
Electronics,EcoFriendly,Like New,10,3.9,282,7.43,546.95
Automotive,HomeStyle,Good,2,4.5,44,0.46,194.8
Electronics,Budget,Good,37,4.1,41,12.22,154.39
Food,SportMax,Like New,17,3.1,233,18.65,19.18
Toys,SportMax,Fair,43,4.1,83,8.95,13.27
Food,Standard,Like New,15,4.5,837,12.17,12.91
Home & Kitchen,EcoFriendly,Refurbished,15,3.9,939,1.91,50.22
Toys,HomeStyle,Like New,9,4.0,721,4.18,25.7
Books,Generic,Fair,13,3.2,161,2.96,5.0
Clothing,HomeStyle,Fair,32,3.2,635,0.34,22.52
Automotive,BasicValue,Like New,37,4.7,672,11.5,57.39
Health,SportMax,Refurbished,24,3.1,677,8.07,47.99
Books,Budget,Good,24,3.3,211,17.58,7.15
Health,BasicValue,Good,10,4.0,915,13.65,24.72
Health,BasicValue,Fair,52,3.2,591,7.68,8.17
Clothing,Premium,New,20,4.4,898,4.37,82.53
Home & Kitchen,Luxury,New,32,4.5,580,7.09,159.65
Clothing,HomeStyle,Fair,46,4.2,339,19.01,17.15
Toys,Luxury,Like New,39,4.5,985,1.29,54.5
Clothing,Budget,Fair,9,4.8,958,16.2,16.01
Beauty,Standard,New,23,4.7,11,10.36,37.95
Health,Generic,New,35,3.8,134,18.86,16.81
Electronics,Standard,Fair,46,3.0,512,3.96,142.62
Toys,BasicValue,New,49,3.3,446,4.94,8.46
Home & Kitchen,EcoFriendly,New,51,3.7,66,15.5,62.65
Automotive,TechPro,Like New,30,3.5,729,1.99,254.24
Health,SportMax,Like New,49,4.7,830,6.87,44.36
Sports,Generic,Fair,20,3.3,887,12.87,17.97
Automotive,Generic,Like New,52,4.2,578,15.14,38.16
Sports,Budget,Fair,40,4.3,406,10.23,21.58
Food,Luxury,New,19,3.6,133,15.78,40.32
Health,Premium,New,49,4.3,490,7.16,55.95
Sports,Premium,Like New,47,4.1,827,5.95,83.59
Electronics,EcoFriendly,Fair,4,3.6,902,2.44,380.93
Health,SportMax,New,21,4.3,954,3.35,75.36
Toys,Budget,Refurbished,33,4.5,338,7.05,7.9
Automotive,Luxury,Like New,18,4.0,387,15.39,415.18
Health,HomeStyle,Refurbished,30,4.8,940,14.2,33.31
Toys,EcoFriendly,Refurbished,46,3.5,400,14.37,16.07
Food,Budget,New,30,3.5,930,7.15,6.71
Automotive,TechPro,Fair,0,3.7,546,0.45,211.95
Clothing,BasicValue,New,52,4.6,587,2.33,12.3
Home & Kitchen,SportMax,Good,28,4.0,589,9.4,74.36
Clothing,Standard,Fair,20,4.9,871,18.2,23.79
Sports,Premium,Refurbished,52,4.8,714,15.47,59.28
Food,EcoFriendly,New,46,3.4,1,5.39,9.73
Sports,Generic,Good,9,3.3,61,16.2,29.08
Beauty,EcoFriendly,New,31,4.6,845,5.46,36.87
Home & Kitchen,Generic,New,48,3.9,301,16.99,20.42
Food,BasicValue,Like New,29,3.5,962,4.77,5.0
Food,BasicValue,Refurbished,34,4.6,818,4.43,5.0
Books,TechPro,Refurbished,16,4.9,395,13.1,22.33
Electronics,SportMax,New,39,3.1,653,8.63,478.78
Health,HomeStyle,Good,37,3.4,56,8.64,34.41
Electronics,Premium,Good,17,3.8,385,19.94,603.97
Beauty,Generic,Like New,2,5.0,839,1.11,19.29
Toys,Premium,Like New,48,4.7,976,4.63,29.8
Sports,SportMax,Good,57,4.2,9,18.46,53.69
Electronics,Luxury,Fair,13,4.4,237,1.89,536.8
Clothing,BasicValue,Refurbished,49,4.9,735,17.1,10.58
Electronics,EcoFriendly,New,28,3.6,546,8.21,527.11
Beauty,BasicValue,Refurbished,11,3.1,680,9.58,12.33
Clothing,SportMax,Fair,34,3.8,327,15.27,28.17
Home & Kitchen,Generic,New,53,4.0,880,2.47,17.19
Clothing,Premium,Fair,31,4.1,937,6.55,30.07
Food,Luxury,Good,8,3.7,314,5.21,29.38
Beauty,HomeStyle,Good,46,4.4,917,7.92,19.28
Sports,Premium,New,41,4.0,329,11.8,130.18
Electronics,Luxury,Refurbished,55,3.0,673,6.8,435.64
Health,TechPro,New,12,3.8,889,11.61,96.6
Food,HomeStyle,New,6,3.6,179,18.42,17.06
Beauty,TechPro,Like New,5,3.6,679,7.47,62.98
Beauty,TechPro,Refurbished,10,3.2,206,18.83,51.68
Home & Kitchen,Standard,Fair,16,4.5,354,7.42,37.29
Clothing,BasicValue,Good,22,3.1,0,17.09,15.85
Toys,Luxury,Good,9,4.6,380,11.49,59.93
Beauty,Premium,Like New,46,4.4,221,17.59,39.94
Sports,Standard,Refurbished,31,4.4,617,12.4,42.6
Electronics,Luxury,Fair,38,4.4,982,11.52,515.03
Food,BasicValue,New,26,3.3,209,15.24,5.74
Electronics,Luxury,New,15,4.1,968,15.13,1235.84
Clothing,Premium,Like New,22,4.8,116,1.62,65.6
Automotive,Budget,Good,48,4.0,3,15.96,47.98
Electronics,EcoFriendly,Good,24,3.5,987,8.65,353.89
Health,Luxury,Good,38,3.7,591,4.05,75.41
Home & Kitchen,BasicValue,Fair,47,4.4,34,8.83,12.19
Automotive,Standard,New,23,4.3,700,3.82,204.93
Clothing,Generic,Refurbished,30,3.3,664,9.13,11.09
Sports,HomeStyle,Good,18,3.8,120,17.43,76.52
Sports,HomeStyle,Good,10,4.4,97,14.58,90.7
Toys,SportMax,Good,39,3.4,351,16.45,22.94
Sports,SportMax,Good,23,4.0,638,9.49,99.2
Toys,SportMax,Refurbished,7,4.9,964,18.62,33.73
Clothing,Premium,Good,9,3.8,215,13.31,55.82
Beauty,BasicValue,Fair,48,3.6,390,17.8,6.28
Books,Standard,Like New,53,4.8,280,9.57,10.39
Home & Kitchen,SportMax,Like New,28,5.0,566,17.75,79.38
Books,SportMax,Like New,38,4.7,981,16.88,18.87
Clothing,EcoFriendly,Like New,59,3.5,897,5.14,29.13
Electronics,Luxury,Fair,59,3.1,383,9.36,314.01
Automotive,Standard,New,57,3.4,471,17.64,105.21
Automotive,Premium,Good,11,4.9,996,16.91,270.33
Books,BasicValue,Fair,14,4.9,211,18.69,5.37
Books,Standard,New,20,4.6,791,2.22,19.82
Books,BasicValue,Fair,37,3.4,519,8.33,5.0
Automotive,Premium,Fair,9,3.3,707,17.85,195.2
Beauty,HomeStyle,New,13,4.6,766,13.03,46.79
Sports,Luxury,Fair,0,5.0,789,18.78,126.24
Home & Kitchen,TechPro,Refurbished,26,4.0,624,6.63,92.84
Electronics,Generic,New,59,4.0,744,18.24,96.49
Food,EcoFriendly,New,2,3.7,954,7.51,23.58
Health,EcoFriendly,Good,36,4.9,247,7.82,39.99
Health,Luxury,New,52,4.9,344,6.35,88.67
Toys,BasicValue,Fair,28,3.2,818,14.25,6.58
Beauty,Premium,New,17,4.2,145,10.17,64.83
Food,TechPro,Good,0,3.8,153,0.73,25.01
Food,HomeStyle,Fair,38,4.8,261,16.51,5.89
Health,BasicValue,Refurbished,39,4.7,437,12.84,14.77
Books,Budget,Fair,6,5.0,403,16.23,5.0
Automotive,Luxury,Like New,41,4.0,78,14.65,278.09
Electronics,Generic,Good,7,4.5,689,1.36,135.18
Clothing,Luxury,Refurbished,39,3.5,293,1.99,51.59
Books,EcoFriendly,Refurbished,36,3.6,200,12.46,11.39
Beauty,Premium,Refurbished,40,4.4,15,6.45,33.12
Books,EcoFriendly,Good,55,3.4,820,8.7,8.74
Books,BasicValue,New,48,3.0,921,14.05,6.62
Clothing,Generic,Refurbished,44,4.6,708,13.56,8.53
Toys,Generic,Like New,3,3.9,403,19.34,13.35
Automotive,HomeStyle,New,51,4.4,880,8.71,102.46
Automotive,Premium,Fair,5,3.2,213,8.65,185.37
Electronics,EcoFriendly,Fair,38,4.3,805,15.95,238.53
Food,Luxury,Fair,11,3.2,942,4.25,17.44
Electronics,BasicValue,New,0,3.4,395,3.37,271.28
Books,BasicValue,Refurbished,38,3.3,315,13.45,5.0
Toys,Standard,Fair,39,3.9,28,15.4,9.69
Home & Kitchen,Generic,Good,12,3.3,949,9.04,23.58
Books,HomeStyle,Like New,57,4.3,106,0.98,10.02
Sports,Budget,Like New,34,4.6,732,14.46,44.25
Health,Premium,Like New,56,4.0,867,1.17,44.18
Clothing,Premium,Like New,29,3.5,882,6.59,53.64
Food,HomeStyle,Refurbished,59,3.7,106,7.42,5.0
Toys,Premium,Refurbished,27,3.8,363,17.07,26.96
Sports,Premium,Good,49,3.7,568,15.72,58.91
Books,Premium,Good,36,3.4,47,11.84,15.34
Food,Premium,Refurbished,3,3.5,60,6.06,19.8
Sports,EcoFriendly,New,0,4.8,161,6.37,122.88
